Ax,Ay,Az,Gx,Gy,Gz
0.6122091568676509,0.4879879879879879,0.6966966966966966,0.4990390149467185,0.4991611001621989,0.0
0.4963722792094072,0.5010010010010009,0.7585085085085085,0.5011598095470639,0.4948881176203847,0.4998325688473412
1.0000000000000002,0.4149149149149148,0.4411911911911911,0.4549819488288539,1.0,0.4166314944974449
1.0000000000000002,0.0,0.5973473473473473,0.5552278633343216,0.0,0.0
1.0000000000000002,0.2527527527527526,1.0,0.142473446465633,0.0,2.9649266616693648e-05
0.4961220915686766,0.5010010010010009,0.7582582582582582,0.5011598095470639,0.4949038142909465,0.4998011755062176
0.4055541656242183,0.4627127127127126,0.7537537537537538,0.4987948445157577,0.4956973681915691,0.6229851579259466
0.9146860145108834,0.0533033033033032,0.8103103103103102,1.0,1.0,0.8071507054781379
0.6574931198398801,0.1218718718718718,0.7422422422422421,1.0,1.0,0.8441425257687007
0.7187890918188643,0.5583083083083082,0.6148648648648648,0.347271395434013,0.9840382301131904,0.3348954427333136
0.4753565173880412,0.2492492492492492,0.6964464464464464,1.0,0.5364877827580794,0.5962188464691212
0.5996997748311235,0.6166166166166165,0.5455455455455456,0.5017091930167257,0.5036625564644122,1.0
0.3822867150362773,0.4434434434434433,0.7680180180180181,0.5015714111306835,0.4948270750126445,0.5997593177180529
0.443332499374531,0.5157657657657657,0.7565065065065064,0.5008232031672393,0.4950398521024818,0.5013115440291609
0.5288966725043784,0.4179179179179178,0.6811811811811811,0.408207614629297,1.0,0.064002302178349
0.7277958468851641,0.0365365365365364,0.8866366366366365,0.9328827807523936,1.0,0.6881036677886879
0.4963722792094072,0.5015015015015014,0.7585085085085085,0.501220852154804,0.4949334635575632,0.4998622181139578
1.0000000000000002,0.0,0.2545045045045045,0.1905907180354745,0.0,0.0
0.4961220915686766,0.5010010010010009,0.7582582582582582,0.5011912028881874,0.494872420949823,0.4998168721767794
0.4403302476857644,0.4391891891891891,0.2407407407407407,0.0,0.6105185133508904,0.3944869804838062
0.7112834625969479,0.0795795795795795,0.8468468468468469,1.0,1.0,0.7340687514170605
1.0000000000000002,0.1466466466466466,0.7137137137137137,0.9985053281476184,0.0,0.0
0.790342757067801,0.5407907907907907,0.6116116116116116,0.6713309032561872,0.0,0.5775694577672358
0.4961220915686766,0.5010010010010009,0.7585085085085085,0.5012051554842423,0.4949177668870014,0.4997401328984774
0.3800350262697024,0.4549549549549548,0.4552052052052052,1.0,0.5940823551982141,0.5006714686851422
0.5301476107080312,0.908158158158158,0.7955455455455455,0.0,0.4795664230775939,0.6002005685682892
0.4590943207405555,0.3513513513513513,0.6574074074074073,0.956065019097616,0.0,0.6476463714529885
0.7990993244933702,0.081081081081081,0.916166166166166,0.9456424298446028,1.0,0.9193313218340688
0.4325744308231175,0.4632132132132131,0.6799299299299298,0.3396724628076111,1.0,0.3702077192737674
